"ML","Location","UseCode","UseDescription","LandArea","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","SaleDate","StyleDesc","GrossArea","Occupancy","AYBYrBuilt","BldgStories"
"212-55","42 AVON ST","199","CONDO-BLDG",14000.0001768,1046900,18200,1065100," 48697/  69",12/20/2006,"",10435,"",1840,"2.5"
"212-55","42-46 AVON ST #42","102","CONDOMINIUM",0,0,1204800,1204800," 47913/ 495",8/1/2006,"TWO-FLOORS",3226,"",1840,""
"212-55","42-46 AVON ST #44","102","CONDOMINIUM",0,0,1148500,1148500," 48325/ 362",10/16/2006,"TWO-FLOORS",1954,"",1840,""
"212-55","42-46 AVON ST #46","102","CONDOMINIUM",0,0,1001800,1001800,"47918-162",8/1/2006,"SEMIDETACHED",1822,"",1840,""
"212-58","44-137 LINNAEAN ST","934","Improved Local Edu",100974.9998268,16812300,9103900,25916200,"/",1/1/1900,"ELEM SCHOOL",71294,"",1930,"2"
"213-2A","52-70 LINNAEAN ST","942","Private College, University",487698.0000156,49745200,130640100,180385300,"/",1/1/1900,"HISTORIC DORM",15909,"",1910,"4"
"214-1","47 GARDEN ST","199","CONDO-BLDG",7500.0000636,0,0,0,"/",1/1/1900,"",6561,"",1870,"2.75"
"214-1","47 GARDEN ST #1","102","CONDOMINIUM",0,0,1163900,1163900," 45428/ 355",6/21/2005,"SEMIDETACHED",2670,"",1870,"3"
"214-1","62 SHEPARD ST #2","102","CONDOMINIUM",0,0,693200,693200," 60861/ 314",12/31/2012,"TWO-FLOORS",1411,"",1870,"2"
"214-2","60 SHEPARD ST","101","SNGL-FAM-RES",6500.0001132,1029000,554400,1583400," 30185/ 232",5/19/1999,"VICTORIAN",4319,"BK",1873,"2.5"
"214-4","52 SHEPARD ST","101","SNGL-FAM-RES",6436.0000188,1023300,804900,1828200," 26552/ 564",8/1/1996,"VICTORIAN",5296,"ST",1883,"2.75"
"214-5","50 SHEPARD ST","101","SNGL-FAM-RES",4648.999806,911900,380600,1292500," 60662/ 277",12/6/2012,"VICTORIAN",4597,"BK",1875,"3"
"214-6","48 SHEPARD ST","104","TWO-FAM-RES",5857.0000632,980100,460600,1440700," 48514/ 359",11/17/2006,"OLD STYLE TWO FAM",4643,"BK",1886,"2.25"
"214-7","46 SHEPARD ST","199","CONDO-BLDG",8763.000048,0,0,0,"/",1/1/1900,"",27310,"",1900,"4"
"214-7","46 SHEPARD ST #1","102","CONDOMINIUM",0,0,382300,382300," 43557/ 403",8/20/2004,"APARTMENT",952,"AP",1900,"1"
"214-7","46 SHEPARD ST #2","102","CONDOMINIUM",0,0,356400,356400," 26846/ 279",9/25/1992,"APARTMENT",843,"",1900,"1"
"214-7","46 SHEPARD ST #3","102","CONDOMINIUM",0,0,413900,413900," 48722/ 272",12/22/2006,"APARTMENT",977,"",1900,"1"
"214-7","46 SHEPARD ST #4","102","CONDOMINIUM",0,0,543400,543400," 26867/  30",6/18/1996,"APARTMENT",1423,"",1900,"1"
"214-7","46 SHEPARD ST #B","102","CONDOMINIUM",0,0,217800,217800," 59513/ 247",7/13/2012,"BASEMENT",533,"",1900,"1"
"214-7","46 SHEPARD ST #21","102","CONDOMINIUM",0,0,395900,395900," 35447/ 538",5/10/2002,"APARTMENT",961,"",1900,"1"
"214-7","46 SHEPARD ST #22","102","CONDOMINIUM",0,0,374200,374200," 45238/ 427",5/24/2005,"APARTMENT",874,"",1900,"1"
"214-7","46 SHEPARD ST #23","102","CONDOMINIUM",0,0,476300,476300," 54993/ 357",7/15/2010,"APARTMENT",997,"",1900,"1"
"214-7","46 SHEPARD ST #24","102","CONDOMINIUM",0,0,444100,444100," 28961/ 432",8/13/1998,"APARTMENT",1100,"AP",1900,"1"
"214-7","46 SHEPARD ST #25","102","CONDOMINIUM",0,0,246100,246100," 35477/  97",5/15/2002,"APARTMENT",424,"",1900,"1"
"214-7","46 SHEPARD ST #31","102","CONDOMINIUM",0,0,387100,387100," 17657/ 134",12/11/1986,"APARTMENT",961,"",1900,"1"
"214-7","46 SHEPARD ST #32","102","CONDOMINIUM",0,0,426300,426300," 55349/  65",9/10/2010,"APARTMENT",874,"AP",1900,"1"
"214-7","46 SHEPARD ST #33","102","CONDOMINIUM",0,0,453600,453600," 55897/ 430",11/24/2010,"APARTMENT",997,"AP",1900,"1"
"214-7","46 SHEPARD ST #34","102","CONDOMINIUM",0,0,444100,444100," 24655/ 516",6/28/1994,"APARTMENT",1100,"AP",1900,"1"
"214-7","46 SHEPARD ST #35","102","CONDOMINIUM",0,0,246100,246100," 28996/ 434",8/13/1998,"APARTMENT",424,"AP",1900,"1"
"214-7","46 SHEPARD ST #41","102","CONDOMINIUM",0,0,431500,431500," 53401/ 297",8/18/2009,"APARTMENT",961,"",1900,"1"
"214-7","46 SHEPARD ST #42","102","CONDOMINIUM",0,0,384600,384600," 50241/ 198",10/18/2007,"APARTMENT",874,"",1900,"1"
"214-7","46 SHEPARD ST #43","102","CONDOMINIUM",0,0,405700,405700," 27067/ 304",2/14/1997,"APARTMENT",997,"AP",1900,"1"
"214-7","46 SHEPARD ST #44","102","CONDOMINIUM",0,0,482700,482700," 56022/  23",12/9/2010,"APARTMENT",1100,"",1900,"1"
"214-7","46 SHEPARD ST #45","102","CONDOMINIUM",0,0,248400,248400," 45396/ 106",6/15/2005,"APARTMENT",424,"",1900,"1"
"214-8","38 SHEPARD ST","111","4-8-UNIT-APT",10790.9998812,896000,1267300,2163300," 13938/ 113",4/4/1980,"APARTMENTS",12467,"8",1900,"2.5"
"214-12","42 WALKER ST","101","SNGL-FAM-RES",3538.9999656,859400,412700,1272100," 33604/  25",9/6/2001,"VICTORIAN",3650,"BK",1886,"2.25"
"214-13","34-36 WALKER ST","105","THREE-FM-RES",7877.9998044,889300,899600,1788900," 43533/ 534",8/17/2004,"OLD STYLE THREE FAM",8577,"BK",1930,"2"
"214-14","30 WALKER ST","101","SNGL-FAM-RES",3939.00012,875400,558400,1433800," 49011/ 245",2/20/2007,"CONVENTIONAL",4105,"BK",1886,"2.25"
"214-15","26 WALKER ST","101","SNGL-FAM-RES",3895.000164,874400,403200,1277600,"  1268/ 182",5/30/2003,"VICTORIAN",3765,"BK",1886,"2.25"
"214-20","13 WALKER ST","101","SNGL-FAM-RES",2439.9998964,642300,596600,1238900," 45017/ 292",4/19/2005,"VICTORIAN",3299,"BK",1894,"2.5"
"214-21","15 WALKER ST","104","TWO-FAM-RES",2439.9998964,642300,432200,1074500,"/",4/12/1985,"VICTORIAN",2979,"BK",1894,"2.5"
"214-22","2 WALKER STREET PL","101","SNGL-FAM-RES",2537.0001756,702400,258800,961200," 14742/ 230",9/30/1982,"CONVENTIONAL",2709,"BK",1892,"2.5"
"214-23","1 WALKER STREET PL","199","CONDO-BLDG",4154.9997852,0,0,0,"/",1/24/1995,"",6350,"",1875,"3"
"214-23","1 WALKER STREET PL #A","102","CONDOMINIUM",0,0,756300,756300,"   U65/  11",1/1/1900,"SEMIDETACHED",1972,"",1875,"2"
"214-23","1 WALKER STREET PL #B","102","CONDOMINIUM",0,0,686900,686900,"   U74/ 137",3/27/2002,"SEMIDETACHED",1747,"",1875,"3"
"214-24","21 WALKER ST","104","TWO-FAM-RES",2534.9999004,780300,449100,1229400," 47618/ 521",6/13/2006,"OLD STYLE TWO FAM",3846,"BK",1894,"2.25"
"214-26","33 WALKER ST","1014","SINGLE FAM W/AUXILIARY APT",4069.9998504,877100,956500,1833600," 60818/ 356",12/26/2012,"CONVENTIONAL",2811,"BK",1886,"2.25"
"214-27","35 WALKER ST","101","SNGL-FAM-RES",2403.0000324,639700,351700,991400," 21921/ 533",1/1/1900,"VICTORIAN",2630,"BK",1886,"2"
"214-28","37 WALKER ST","101","SNGL-FAM-RES",2166.0000912,631000,336200,967200," 19235/ 259",8/1/1988,"VICTORIAN",2493,"BK",1874,"2"
"214-30","45-47 WALKER ST","104","TWO-FAM-RES",4111.9999668,879700,354500,1234200," 49925/   9",8/10/2007,"VICTORIAN",4909,"BK",1874,"2"
"214-32","49 WALKER ST","104","TWO-FAM-RES",4003.9999164,876500,248500,1125000," 49925/   9",8/1/2007,"VICTORIAN",4969,"BK",1874,"2"
"214-33","19 CHAUNCY ST","199","CONDO-BLDG",5500.0001628,0,0,0,"/",1/1/1900,"",10110,"",1972,"9"
"214-33","17 CHAUNCY ST #1A","102","CONDOMINIUM",0,0,572600,572600," 14000/ 340",7/2/1980,"APARTMENT",1250,"AP",1972,"1"
"214-33","17 CHAUNCY ST #1B","102","CONDOMINIUM",0,0,504600,504600," 27584/  14",8/18/1997,"APARTMENT",1180,"AP",1972,"1"
"214-33","17 CHAUNCY ST #1C","102","CONDOMINIUM",0,0,529000,529000," 21144/ 247",5/8/1991,"APARTMENT",1230,"AP",1972,"2"
"214-33","19 CHAUNCY ST #2A","102","CONDOMINIUM",0,0,534800,534800," 31051/ 578",1/13/2000,"APARTMENT",1250,"AP",1972,"1"
"214-33","17 CHAUNCY ST #2B","102","CONDOMINIUM",0,0,514600,514600," 57727/ 458",10/27/2011,"APARTMENT",1180,"AP",1972,"1"
"214-33","17 CHAUNCY ST #3A","102","CONDOMINIUM",0,0,534800,534800,"/",1/1/1900,"APARTMENT",1250,"AP",1972,"1"
"214-33","17 CHAUNCY ST #3B","102","CONDOMINIUM",0,0,490400,490400," 32026/ 515",11/14/2000,"APARTMENT",1180,"",1972,"0"
"214-33","17 CHAUNCY ST #3C","102","CONDOMINIUM",0,0,495300,495300," 26046/ 506",9/1/1978,"APARTMENT",1230,"",1972,"0"
"214-33","17 CHAUNCY ST #4A","102","CONDOMINIUM",0,0,534800,534800," 44197/  50",11/30/2004,"APARTMENT",1250,"AP",1972,"1"
"214-33","17 CHAUNCY ST #4B","102","CONDOMINIUM",0,0,514600,514600," 20667/ 517",7/20/1990,"APARTMENT",1180,"AP",1972,"1"
"214-33","19 CHAUNCY ST #5A","102","CONDOMINIUM",0,0,543200,543200," 56661/  87",3/29/2011,"APARTMENT",1250,"AP",1972,"1"
"214-33","17 CHAUNCY ST #5B","102","CONDOMINIUM",0,0,510600,510600," 45650/  38",7/19/2005,"APARTMENT",1180,"",1972,"0"
"214-33","17 CHAUNCY ST #5C","102","CONDOMINIUM",0,0,516000,516000," 33054/ 395",6/14/2001,"APARTMENT",1230,"",1972,"0"
"214-33","19 CHAUNCY ST #6A","102","CONDOMINIUM",0,0,543100,543100," 58778/  254",3/28/2012,"APARTMENT",1250,"AP",1972,"1"
"214-33","17 CHAUNCY ST #6B","102","CONDOMINIUM",0,0,547400,547400," 52817/ 363",5/20/2009,"APARTMENT",1180,"",1972,"0"
"214-33","19 CHAUNCY ST #7A","102","CONDOMINIUM",0,0,648300,648300," 53850/ 155",11/17/2009,"APARTMENT",1250,"AP",1972,"1"
"214-33","19 CHAUNCY ST #7B","102","CONDOMINIUM",0,0,560000,560000," 43328/ 248",7/20/2004,"APARTMENT",1180,"AP",1972,"0"
"214-33","19 CHAUNCY ST #PENT","102","CONDOMINIUM",0,0,902000,902000," 55827/ 293",11/16/2010,"APARTMENT",1545,"",1972,"0"
"214-35","21 CHAUNCY ST","199","CONDO-BLDG",18520.000092,0,0,0,"/",1/1/1998,"",28575,"",1900,"4"
"214-35","21 CHAUNCY ST #1","102","CONDOMINIUM",0,0,268100,268100," 27133/ 467",3/14/1997,"APARTMENT",502,"AP",1900,"1"
"214-35","21 CHAUNCY ST #2","102","CONDOMINIUM",0,0,375000,375000," 21082/ 497",4/4/1991,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #3","102","CONDOMINIUM",0,0,398800,398800," 60757/ 257",12/17/2012,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #4","102","CONDOMINIUM",0,0,250200,250200," 43856/ 330",10/6/2004,"APARTMENT",512,"AP",1900,"1"
"214-35","21 CHAUNCY ST #5","102","CONDOMINIUM",0,0,326200,326200," 46692/  59",12/20/2005,"FLAT",720,"AP",1900,"1"
"214-35","21 CHAUNCY ST #6","102","CONDOMINIUM",0,0,289900,289900," 32037/ 342",7/3/1997,"APARTMENT",482,"AP",1900,"1"
"214-35","21 CHAUNCY ST #7","102","CONDOMINIUM",0,0,265600,265600," 49395/ 537",5/3/2007,"APARTMENT",485,"AP",1900,"1"
"214-35","21 CHAUNCY ST #8","102","CONDOMINIUM",0,0,342500,342500," 59449/ 590",7/3/2012,"APARTMENT",777,"AP",1900,"1"
"214-35","21 CHAUNCY ST #1B","102","CONDOMINIUM",0,0,250800,250800," 53478/ 163",8/31/2009,"BASEMENT",500,"BS",1900,"1"
"214-35","21 CHAUNCY ST #21","102","CONDOMINIUM",0,0,270400,270400," 43294/ 391",7/15/2004,"APARTMENT",502,"AP",1900,"1"
"214-35","21 CHAUNCY ST #22","102","CONDOMINIUM",0,0,377300,377300," 22754/ 295",12/22/1992,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #23","102","CONDOMINIUM",0,0,375000,375000," 27056/ 507",2/11/1997,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #24","102","CONDOMINIUM",0,0,252500,252500," 20277/ 277",12/21/1989,"APARTMENT",512,"AP",1900,"1"
"214-35","21 CHAUNCY ST #25","102","CONDOMINIUM",0,0,323900,323900," 54653/  85",5/7/2010,"APARTMENT",720,"AP",1900,"1"
"214-35","21 CHAUNCY ST #26","102","CONDOMINIUM",0,0,244700,244700," 20281/ 345",12/22/1989,"APARTMENT",482,"AP",1900,"1"
"214-35","21 CHAUNCY ST #27","102","CONDOMINIUM",0,0,263300,263300," 30766/ 210",10/15/1999,"APARTMENT",485,"AP",1900,"1"
"214-35","21 CHAUNCY ST #28","102","CONDOMINIUM",0,0,348300,348300," 35854/ 444",7/8/2002,"APARTMENT",777,"AP",1900,"1"
"214-35","21 CHAUNCY ST #2B","102","CONDOMINIUM",0,0,284100,284100," 25723/ 113",10/10/1995,"BASEMENT",800,"BS",1900,"1"
"214-35","21 CHAUNCY ST #31","102","CONDOMINIUM",0,0,268100,268100," 30347/ 433",6/28/1999,"APARTMENT",502,"AP",1900,"1"
"214-35","21 CHAUNCY ST #32","102","CONDOMINIUM",0,0,375000,375000," 21157/ 255",5/15/1991,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #33","102","CONDOMINIUM",0,0,348800,348800," 20281/ 393",12/22/1989,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #34","102","CONDOMINIUM",0,0,324700,324700," 32517/ 127",7/17/1996,"APARTMENT",512,"AP",1900,"1"
"214-35","21 CHAUNCY ST #35","102","CONDOMINIUM",0,0,323900,323900," 50134/ 307",9/24/2007,"APARTMENT",720,"AP",1900,"1"
"214-35","21 CHAUNCY ST #36","102","CONDOMINIUM",0,0,264700,264700," 43541/ 228",8/18/2004,"APARTMENT",482,"AP",1900,"1"
"214-35","21 CHAUNCY ST #37","102","CONDOMINIUM",0,0,243200,243200," 41768/ 351",1/13/2004,"APARTMENT",485,"AP",1900,"1"
"214-35","21 CHAUNCY ST #38","102","CONDOMINIUM",0,0,388800,388800," 26991/ 495",1/15/1997,"APARTMENT",777,"AP",1900,"1"
"214-35","21 CHAUNCY ST #3B","102","CONDOMINIUM",0,0,230000,230000," 58885/ 224",4/13/2012,"BASEMENT",492,"BS",1900,"1"
"214-35","21 CHAUNCY ST #41","102","CONDOMINIUM",0,0,268100,268100," 25810/ 169",11/13/1995,"APARTMENT",502,"AP",1900,"1"
"214-35","21 CHAUNCY ST #42","102","CONDOMINIUM",0,0,375000,375000," 33495/ 495",8/22/2001,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #43","102","CONDOMINIUM",0,0,346500,346500," 41768/ 351",1/13/2004,"APARTMENT",913,"AP",1900,"1"
"214-35","21 CHAUNCY ST #44","102","CONDOMINIUM",0,0,309500,309500," 20281/ 363",12/22/1989,"APARTMENT",512,"AP",1900,"1"
"214-35","21 CHAUNCY ST #45","102","CONDOMINIUM",0,0,387900,387900," 52096/ 554",1/16/2009,"APARTMENT",720,"AP",1900,"1"
"214-35","21 CHAUNCY ST #46","102","CONDOMINIUM",0,0,279700,279700," 59656/ 476",8/1/2012,"APARTMENT",482,"AP",1900,"1"
"214-35","21 CHAUNCY ST #47","102","CONDOMINIUM",0,0,280700,280700," 57498/  66",9/23/2011,"APARTMENT",485,"AP",1900,"1"
"214-35","21 CHAUNCY ST #48","102","CONDOMINIUM",0,0,340200,340200," 26986/ 517",1/14/1997,"APARTMENT",777,"AP",1900,"1"
"214-37","29 CHAUNCY ST","199","CONDO-BLDG",9093.9998556,0,0,0,"/",12/22/1988,"",10332,"",1899,"2.75"
"214-37","29 CHAUNCY ST #1","102","CONDOMINIUM",0,0,2250500,2250500," 59002/ 305",5/1/2012,"TWO-FLOORS",3755,"",1899,"4"
"214-37","29 CHAUNCY ST #2","102","CONDOMINIUM",0,0,1902700,1902700," 59002/ 307",5/1/2012,"SEMIDETACHED",3265,"",1899,"3"
"214-37","29 CHAUNCY ST #3","102","CONDOMINIUM",0,0,927900,927900," 31770/ 603",8/30/2000,"BASEMENT",1630,"",1899,"3"
"214-40","25 WALKER ST","101","SNGL-FAM-RES",3647.000016,718200,474900,1193100," 10769/ 223",3/10/1965,"VICTORIAN",3695,"BK",1894,"2.75"
"214-41","27 WALKER ST","101","SNGL-FAM-RES",2790.0001404,661500,372300,1033800," 45277/ 577",5/31/2005,"VICTORIAN",3908,"BK",1894,"2.75"
"214-44","45 GARDEN ST","101","SNGL-FAM-RES",9058.9998312,1216000,712700,1928700," 30832/ 199",11/8/1999,"COLONIAL",6767,"ST",1885,"2.5"
"214-46","70-72 WALKER ST","1014","SINGLE FAM W/AUXILIARY APT",2338.999938,637400,297700,935100," 56970/ 408",6/10/2011,"VICTORIAN",2556,"BK",1873,"2"
"214-47","68 WALKER ST","101","SNGL-FAM-RES",2480.0001732,644700,337700,982400," 57221/ 511",7/29/2011,"VICTORIAN",2534,"BK",1873,"2"
"214-48","33 GARDEN ST","9421","Private College, University",14099.9999976,613400,1274100,1887500," 58863/ 196",4/10/2012,"COLONIAL",10718,"BK",1870,"2.5"
"214-50","64 WALKER ST","101","SNGL-FAM-RES",2555.0000388,781500,601900,1383400," 58267/  90",1/11/2012,"VICTORIAN",4441,"BK",1873,"2.25"
"214-51","60 WALKER ST","101","SNGL-FAM-RES",3435.00003,852500,581400,1433900,"/",12/29/1993,"VICTORIAN",4844,"BK",1886,"2.75"
"214-52","44 WALKER ST","101","SNGL-FAM-RES",4993.9997976,931300,1403200,2334500," 44933/ 124",4/4/2005,"VICTORIAN",5168,"ST",1880,"2.5"
"214-53","25 CHAUNCY ST","104","TWO-FAM-RES",3800.00016,871700,512700,1384400," 35647/ 218",6/15/2002,"OLD STYLE TWO FAM",4284,"CN",1886,"2.75"
"214-54","23 CHAUNCY ST","199","CONDO-BLDG",5104.0001232,0,0,0,"/",1/1/1900,"",6897,"",1880,"3"
"214-54","23 CHAUNCY ST #231","102","CONDOMINIUM",0,0,379800,379800," 42575/ 348",4/22/2004,"APARTMENT",864,"",1880,"1"
"214-54","23 CHAUNCY ST #232","102","CONDOMINIUM",0,0,321600,321600," 42575/ 348",4/22/2004,"APARTMENT",650,"",1880,"1"
"214-54","23 CHAUNCY ST #233","102","CONDOMINIUM",0,0,311500,311500," 16851/ 298",3/22/1986,"APARTMENT",645,"FL",1880,"1"
"214-54","23 CHAUNCY ST #234","102","CONDOMINIUM",0,0,325600,325600," 25219/ 532",3/13/1995,"APARTMENT",692,"AP",1880,"1"
"214-54","23 CHAUNCY ST #235","102","CONDOMINIUM",0,0,364300,364300," 40298/ 326",8/4/2003,"FLAT",734,"",1880,"1"
"214-55","58 SHEPARD ST","101","SNGL-FAM-RES",4079.9999196,728100,929000,1657100," 54219/  30",1/28/2010,"VICTORIAN",3303,"BK",1873,"3"
"214-56","56 SHEPARD ST","101","SNGL-FAM-RES",3899.9999808,725900,678100,1404000," 20030/ 213",7/31/1981,"VICTORIAN",3453,"BK",1873,"3"
"214-58","14 WALKER ST","101","SNGL-FAM-RES",2803.9998888,662900,614200,1277100,"/",11/18/1994,"SEMIDETACHED",3749,"ST",1900,"2.75"
"214-59","18 WALKER ST","101","SNGL-FAM-RES",3044.9999448,684300,533700,1218000," 25416/ 522",6/16/1995,"VICTORIAN",2603,"BK",1888,"2.5"
"214-60","20 WALKER ST","101","SNGL-FAM-RES",3454.0000308,708700,543000,1251700," 25188/ 143",2/24/1995,"VICTORIAN",2603,"BK",1888,"2.5"
"214-61","1 WALKER ST","101","SNGL-FAM-RES",5287.0000392,785200,560900,1346100,"/",9/18/1995,"COLONIAL",4266,"ST",1902,"2.75"
"214-62","3 WALKER ST","101","SNGL-FAM-RES",3559.000104,714300,475600,1189900," 26276/ 116",5/1/1996,"COLONIAL",3302,"ST",1902,"2.75"
"214-63","12 WALKER ST","101","SNGL-FAM-RES",2638.000134,651900,664000,1315900,"/",1/6/1995,"COLONIAL",4381,"ST",1900,"2.75"
"214-64","39 WALKER ST","101","SNGL-FAM-RES",2138.0001588,629300,288200,917500," 37923/ 293",2/6/2003,"SEMIDETACHED",2414,"BK",1874,"2"
"214-65","41 WALKER ST","1014","SINGLE FAM W/AUXILIARY APT",2084.0001336,625700,355000,980700," 49431/ 283",5/11/2007,"VICTORIAN",2411,"BK",1874,"2"
"215-5","44 GARDEN ST","9611","Rectory, Parsonage",6659.0002116,349600,1108700,1458300,"/",1/1/1900,"COLONIAL",7421,"BK",1900,""
"215-8","15 CONCORD AVE","199","CONDO-BLDG",8757.0000936,0,0,0,"/",8/23/1991,"",6745,"",1890,"3"
"215-8","15 CONCORD AVE #1","102","CONDOMINIUM",0,0,106400,106400," 22030/ 125",5/13/1992,"OTHER",200,"OT",1890,"1"
"215-8","15 CONCORD AVE #2","102","CONDOMINIUM",0,0,127200,127200," 49407/ 110",5/7/2007,"OTHER",239,"OT",1890,"1"
"215-8","15 CONCORD AVE #3","102","CONDOMINIUM",0,0,129300,129300," 22030/ 149",1/1/1900,"OTHER",243,"OT",1890,"1"
"215-8","15 CONCORD AVE #4","102","CONDOMINIUM",0,0,101100,101100," 26048/   4",1/1/1900,"OTHER",190,"OT",1890,"1"
"215-8","15 CONCORD AVE #5","102","CONDOMINIUM",0,0,121300,121300," 22030/ 334",1/1/1900,"OTHER",228,"OT",1890,"1"
"215-8","15 CONCORD AVE #6","102","CONDOMINIUM",0,0,121300,121300," 22030/ 306",1/1/1900,"OTHER",228,"OT",1890,"1"
"215-8","15 CONCORD AVE #7","102","CONDOMINIUM",0,0,120800,120800," 59980/  93",9/12/2012,"OTHER",227,"OT",1890,"1"
"215-8","15 CONCORD AVE #8","102","CONDOMINIUM",0,0,111200,111200," 50891/ 147",3/17/2008,"OTHER",209,"OT",1890,"1"
"215-8","15 CONCORD AVE #9","102","CONDOMINIUM",0,0,117100,117100," 40001/ 114",7/18/2003,"OTHER",220,"OT",1890,"1"
"215-8","15 CONCORD AVE #10","102","CONDOMINIUM",0,0,112300,112300," 58388/ 489",1/31/2012,"OTHER",211,"OT",1890,"1"
"215-9","CHAUNCY ST","930","Vacant City",3189.0001572,318900,0,318900,"/",1/1/1900,"",0,"",0,""
"215-12","31 CONCORD AVE","199","CONDO-BLDG",11514.0000492,0,0,0,"/",1/1/1900,"",11304,"",1920,"4"
"215-12","31 CONCORD AVE #1","102","CONDOMINIUM",0,0,331200,331200," 59112/ 200",5/17/2012,"APARTMENT",748,"AP",1920,"1"
"215-12","31 CONCORD AVE #2","102","CONDOMINIUM",0,0,500600,500600," 59380/ 558",6/26/2012,"APARTMENT",1375,"AP",1920,"1"
"215-12","31 CONCORD AVE #3","102","CONDOMINIUM",0,0,357100,357100," 58118/ 261",12/20/2011,"APARTMENT",891,"AP",1920,"1"
"215-12","31 CONCORD AVE #4","102","CONDOMINIUM",0,0,427700,427700," 13604/ 282",7/5/1979,"APARTMENT",1229,"AP",1920,"1"
"215-12","31 CONCORD AVE #5","102","CONDOMINIUM",0,0,293100,293100," 28711/   1",6/16/1998,"APARTMENT",744,"AP",1920,"1"
"215-12","31 CONCORD AVE #6","102","CONDOMINIUM",0,0,430700,430700," 43256/ 167",7/9/2004,"APARTMENT",1143,"",1920,"1"
"215-12","31 CONCORD AVE #7","102","CONDOMINIUM",0,0,357100,357100," 23231/  64",5/26/1993,"APARTMENT",891,"",1920,"1"
"215-12","31 CONCORD AVE #8","102","CONDOMINIUM",0,0,443200,443200," 55399/ 308",9/17/2010,"APARTMENT",1292,"AP",1920,"1"
"215-12","31 CONCORD AVE #9","102","CONDOMINIUM",0,0,420000,420000," 49640/  81",6/20/2007,"APARTMENT",1013,"",1920,"1"
"215-12","31 CONCORD AVE #10","102","CONDOMINIUM",0,0,327800,327800," 43680/ 285",9/8/2004,"APARTMENT",744,"",1920,"1"
"215-12","31 CONCORD AVE #11","102","CONDOMINIUM",0,0,394400,394400," 15135/ 354",7/29/1983,"APARTMENT",1143,"AP",1920,"1"
"215-12","31 CONCORD AVE #12","102","CONDOMINIUM",0,0,326700,326700," 30709/ 517",9/29/1999,"APARTMENT",891,"AP",1920,"1"
"215-12","31 CONCORD AVE #13","102","CONDOMINIUM",0,0,470200,470200," 43002/ 279",6/8/2004,"APARTMENT",1292,"AP",1920,"1"
"215-12","31 CONCORD AVE #14","102","CONDOMINIUM",0,0,423800,423800," 49467/ 101",5/18/2007,"APARTMENT",1013,"AP",1920,"1"
"215-12","31 CONCORD AVE #15","102","CONDOMINIUM",0,0,346700,346700," 47902/  87",7/31/2006,"APARTMENT",744,"",1920,"1"
"215-12","31 CONCORD AVE #16","102","CONDOMINIUM",0,0,406800,406800," 25955/ 237",1/9/1996,"APARTMENT",1143,"AP",1920,"1"
"215-12","31 CONCORD AVE #17","102","CONDOMINIUM",0,0,326700,326700," 28797/  43",7/2/1998,"APARTMENT",891,"AP",1920,"1"
"215-12","31 CONCORD AVE #18","102","CONDOMINIUM",0,0,503000,503000," 47731/ 499",6/30/2006,"APARTMENT",1292,"",1920,"1"
"215-12","31 CONCORD AVE #19","102","CONDOMINIUM",0,0,367900,367900," 27437/ 116",6/30/1997,"APARTMENT",1013,"AP",1920,"1"
"215-12","31 CONCORD AVE #1A","102","CONDOMINIUM",0,0,186300,186300," 52015/ 146",12/24/2008,"APARTMENT",340,"",1920,"1"
"215-12","31 CONCORD AVE #4A","102","CONDOMINIUM",0,0,307800,307800," 51393/ 549",7/1/2008,"APARTMENT",704,"AP",1920,"1"
"215-12","31 CONCORD AVE #5A","102","CONDOMINIUM",0,0,327800,327800," 43177/ 557",6/30/2004,"APARTMENT",744,"",1920,"1"
"215-12","31 CONCORD AVE #10A","102","CONDOMINIUM",0,0,349000,349000," 55087/ 395",7/30/2010,"APARTMENT",744,"AP",1920,"1"
"215-12","31 CONCORD AVE #15A","102","CONDOMINIUM",0,0,302500,302500," 55494/  83",9/30/2010,"APARTMENT",744,"AP",1920,"1"
"215-13","33 CONCORD AVE","112",">8-UNIT-APT",26217.9999576,2600000,2378100,4978100," 21418/ 214",9/16/1991,"APARTMENTS",26808,"20",1900,"3"
"215-14","37 CONCORD AVE","111","4-8-UNIT-APT",11268.9998784,672000,717900,1389900," 21418/ 214",1/1/1900,"MULT-RESDNCE",8884,"6",1900,"3"
"215-15","41 CONCORD AVE","199","CONDO-BLDG",8799.999912,0,0,0,"/",1/1/1900,"",5625,"",1900,"3"
"215-15","41 CONCORD AVE #1","9705","Housing Authority",0,0,375400,375400," 14817/ 524",12/10/1982,"OTHER",959,"",0,"1"
"215-15","41 CONCORD AVE #2","102","CONDOMINIUM",0,0,443400,443400," 60507/ 516",11/16/2012,"APARTMENT",1143,"",1900,"1"
