"ID","ML","Location","LandArea","UseCode","UseDescription","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","GrossArea","SaleDate","StyleDesc","Occupancy","AYBYrBuilt","BldgStories"
160,"8-61","6 CANAL PK #610/2",0.00,"1021","CNDO LUX",0,671900,671900," 32517/ 129",1420.00,8/13/1999 0:00:00,"APARTMENT","AP",1986,"1"
161,"8-61","6 CANAL PK #701/2",0.00,"1021","CNDO LUX",0,582200,582200," 36233/ 429",1320.00,8/27/2002 0:00:00,"APARTMENT","AP",1986,"1"
162,"8-61","6 CANAL PK #702/2",0.00,"1021","CNDO LUX",0,559000,559000," 39147/ 384",1206.00,5/12/2003 0:00:00,"APARTMENT","AP",1986,"1"
163,"8-61","6 CANAL PK #703/2",0.00,"1021","CNDO LUX",0,418400,418400," 58113/ 444",818.00,12/19/2011 0:00:00,"APARTMENT","AP",1986,"1"
164,"8-61","6 CANAL PK #704/2",0.00,"1021","CNDO LUX",0,621000,621000," 45961/ 445",1270.00,8/26/2005 0:00:00,"APARTMENT","AP",1986,"1"
165,"8-61","6 CANAL PK #705/2",0.00,"1021","CNDO LUX",0,614800,614800," 55246/ 323",1261.00,8/26/2010 0:00:00,"APARTMENT","AP",1986,"1"
166,"8-61","6 CANAL PK #706/2",0.00,"1021","CNDO LUX",0,614800,614800," 55127/ 179",1261.00,8/6/2010 0:00:00,"APARTMENT","AP",1986,"1"
167,"8-61","6 CANAL PK #707/2",0.00,"1021","CNDO LUX",0,618900,618900," 20820/ 225",1270.00,10/16/1990 0:00:00,"APARTMENT","AP",1986,"1"
168,"8-61","6 CANAL PK #708/2",0.00,"1021","CNDO LUX",0,441200,441200," 25489/ 322",818.00,7/14/1995 0:00:00,"APARTMENT","AP",1986,"1"
169,"8-61","6 CANAL PK #709/2",0.00,"1021","CNDO LUX",0,589700,589700," 54914/ 519",1206.00,6/29/2010 0:00:00,"APARTMENT","AP",1986,"1"
170,"8-61","6 CANAL PK #710/2",0.00,"1021","CNDO LUX",0,676600,676600," 20619/ 428",1326.00,6/26/1990 0:00:00,"APARTMENT","AP",1986,"1"
171,"8-61","6 CANAL PK #PH1/2",0.00,"1021","CNDO LUX",0,639500,639500,"02P0274",1284.00,3/11/2002 0:00:00,"APARTMENT","AP",1986,"1"
172,"8-61","6 CANAL PK #PH102",0.00,"1021","CNDO LUX",0,679100,679100," 31158/ 533",1300.00,2/20/1990 0:00:00,"APARTMENT","AP",1986,"1"
173,"8-61","6 CANAL PK #PH2/2",0.00,"1021","CNDO LUX",0,585500,585500,"  1091/  02",1158.00,11/19/2002 0:00:00,"APARTMENT","AP",1986,"1"
174,"8-61","6 CANAL PK #PH3/2",0.00,"1021","CNDO LUX",0,440500,440500," 42662/ 413",766.00,4/30/2004 0:00:00,"APARTMENT","AP",1986,"1"
175,"8-61","6 CANAL PK #PH4/2",0.00,"1021","CNDO LUX",0,591800,591800," 36297/ 223",1170.00,9/3/2002 0:00:00,"APARTMENT","AP",1986,"1"
176,"8-61","6 CANAL PK #PH5/2",0.00,"1021","CNDO LUX",0,689100,689100," 45516/ 366",1261.00,6/30/2005 0:00:00,"APARTMENT","AP",1986,"1"
177,"8-61","6 CANAL PK #PH6/2",0.00,"1021","CNDO LUX",0,608800,608800," 27247/ 557",1261.00,4/29/1997 0:00:00,"APARTMENT","AP",1986,"1"
178,"8-61","6 CANAL PK #PH7/2",0.00,"1021","CNDO LUX",0,591800,591800," 32959/ 570",1170.00,5/30/2001 0:00:00,"APARTMENT","AP",1986,"1"
179,"8-61","6 CANAL PK #PH8/2",0.00,"1021","CNDO LUX",0,432700,432700," 27574/ 288",766.00,8/14/1997 0:00:00,"APARTMENT","AP",1986,"1"
180,"8-61","6 CANAL PK #PH9/2",0.00,"1021","CNDO LUX",0,605500,605500," 43736/ 282",1158.00,9/17/2004 0:00:00,"APARTMENT","AP",1986,"1"
181,"8-70","24 FIRST ST",7599.99,"392","COM-UDV-LAND",169300,0,169300," 27978/ 415",,6/10/1994 0:00:00,,,0,
182,"8-75","2-12 CANAL PK",61780.00,"346","INV-OFFICE",13727500,36893700,50621200," 47840/  24",100499.00,7/21/2006 0:00:00,"OFFICE","3",1998,"5"
183,"8-76","1 CANAL PK",30399.99,"346","INV-OFFICE",6286700,14137700,20424400," 27978/ 415",105560.00,12/15/1997 0:00:00,"OFFICE","3",1988,"5"
184,"8-86","60-68 FIRST ST",42561.00,"323","SH-CNTR/MALL",6067500,6399500,12467000," 19824/ 293",133416.00,5/17/1989 0:00:00,"DEPT-STORE","1",1990,"3"
185,"8-87","106-108 FIRST ST",38787.00,"323","SH-CNTR/MALL",7210500,8543400,15753900,"  1356/   7",162104.00,6/30/2008 0:00:00,"DEPT-STORE","1",1989,"3"
186,"8-88","41 LAND BLVD",9932.00,"323","SH-CNTR/MALL",993200,0,993200," 19732/ 554",0.00,3/31/1989 0:00:00,"MARKET","1",1923,
187,"8-89","100 CAMBRIDGESIDE PL",267820.99,"323","SH-CNTR/MALL",26799800,189153100,215952900,"   996/  76",1275352.00,1/1/1900 0:00:00,"ENCL MALL","1",1990,"3"
188,"8-75","2-12 CANAL PK",61780.00,"931","Improved City",100000,393500,493500," 47840/  24",100499.00,7/21/2006 0:00:00,"OFFICE","3",1998,"5"
189,"9-29","MONSIGNOR OBRIEN HWY",17498.00,"930","Vacant City",2362230,0,2362230,"     9/  29",0.00,1/29/1982 0:00:00,,,0,
190,"9-31","23 CAMBRIDGE PKWY",100249.00,"300","HOTEL",17864400,18835600,36700000," 26983/ 635",196146.00,12/17/1996 0:00:00,"HOTEL","3",1990,"10"
191,"9-36","62 FIRST ST",688.99,"930","Vacant City",93015,0,93015,"/",0.00,12/1/1980 0:00:00,,,0,
192,"9-37","42 R MONSIGNOR OBRIEN HWY",18779.00,"930","Vacant City",5902200,0,5902200,"/",0.00,1/29/1982 0:00:00,,,0,
193,"9-40","17R COMMERCIAL AVE",36574.99,"9100","DCR- State Parks and Rec",1280125,0,1280125,"/",0.00,1/29/1982 0:00:00,,,0,
194,"9-41","10 CANAL PK",25308.00,"346","INV-OFFICE",6820500,19656300,26476800,"  1181/ 149",54543.00,12/19/1995 0:00:00,"OFFICE","3",1984,"6"
195,"9-61","25-27 LAND BLVD",27024.99,"300","HOTEL",9066900,24433100,33500000," 39915/ 271",10589.00,7/14/2003 0:00:00,"HOTEL","1",2001,"7"
196,"9-89","24 MONSIGNOR OBRIEN HWY",69109.99,"910","DCR- State Parks and Rec",1589500,385000,1974500,"/",6096.00,1/1/1900 0:00:00,"BOATHOUSE","0",1920,"1.75"
197,"9-90","2-14 MONSIGNOR OBRIEN HWY",17985.00,"910","DCR- State Parks and Rec",3455500,56890400,60345900," 14151/ 120",736858.00,12/1/1980 0:00:00,"MUSEUM",,1970,"6"
198,"10-16","65 BENT ST",60000.00,"440","IND-DEV-LAND",4290000,0,4290000," 55811/ 586",0.00,11/12/2010 0:00:00,,,0,"1"
199,"10-30","12 CHARLES ST",3499.99,"424","PUB UTIL REG",415800,0,415800,"  6039/ 151",0.00,6/29/1936 0:00:00,"SVC-STATION",,1920,
200,"10-31","121 FIRST ST",6500.00,"316","WAREHOUSE",772200,2800,775000," 55811/ 586",13260.00,11/12/2010 0:00:00,"STORAGE-WHSE","1",1900,"2"
201,"10-32","106-108 SECOND ST",19995.00,"112",">8-UNIT-APT",2518000,5089500,7607500," 43247/ 361",37089.00,7/6/2004 0:00:00,"APARTMENTS","32",2006,"1"
202,"10-33","29 CHARLES ST",20005.00,"130","RES-DEV-LAND",705600,0,705600," 55811/ 586",,11/12/2010 0:00:00,,,0,
203,"10-34","18 HURLEY ST",6944.99,"340","GEN-OFFICE",1230000,705000,1935000," 28913/ 349",20700.00,7/31/1998 0:00:00,"OFFICE","1",1925,"3"
204,"10-35","21 CHARLES ST",17035.00,"325","RETAIL-STORE",1011900,711400,1723300," 15786/ 476",13000.00,9/17/1984 0:00:00,"RETAIL-STORE","1",1925,"1"
205,"10-37","107 FIRST ST",16000.00,"345","RETAIL-OFFIC",1900800,245700,2146500," 54370/ 489",23000.00,3/4/2010 0:00:00,"RETAIL-STORE","2",1905,"2"
206,"10-38","131-137 FIRST ST",6918.99,"390","COM-DEV-LAND",411000,0,411000," 39889/ 307",,7/10/2003 0:00:00,,,0,
207,"10-39","139 FIRST ST",3081.00,"337","PARKING-LOT",210100,1400,211500," 44190/ 343",,11/30/2004 0:00:00,,,0,
208,"10-44","31R COMMERCIAL AVE",13075.00,"930","Vacant City",1412100,0,1412100,"/",0.00,1/1/1900 0:00:00,,,0,
209,"10-65","1 CHARLES PK",23915.00,"346","INV-OFFICE",6339900,18619600,24959500,"  1296/  39",53460.00,2/16/2005 0:00:00,"OFFICE","1",1994,"6"
210,"11-32","188-198 FIRST ST",10714.00,"130","RES-DEV-LAND",348400,0,348400,"  1345/  89",,10/12/2007 0:00:00,,,0,
211,"11-33","67 CAMBRIDGE PKWY",7874.99,"930","Vacant City",984375,0,984375,"/",0.00,1/1/1900 0:00:00,,,0,
212,"11-40","43-57 CAMBRIDGE PKWY",67287.00,"346","INV-OFFICE",15987400,68481000,84468400," 46884/ 553",159003.00,1/27/2006 0:00:00,"OFFICE","2",1985,"9"
213,"11-41","59 CAMBRIDGE PKWY",29138.00,"930","Vacant City",3933630,0,3933630,"/",0.00,7/26/1984 0:00:00,,,0,
214,"11-43","10 ROGERS ST",44632.99,"199","CONDO-BLDG",0,0,0,"     0/   0",88430.00,1/1/1900 0:00:00,,,1998,
215,"11-43","10 ROGERS ST #1A",0.00,"343","OFFICE-CONDO",0,639500,639500," 50647/ 278",1850.00,1/29/2008 0:00:00,"Commercial Condo",,1989,"1"
216,"11-43","10 ROGERS ST #1B",0.00,"343","OFFICE-CONDO",0,706100,706100," 50320/  93",1965.00,11/6/2007 0:00:00,"Commercial Condo",,1989,"1"
217,"11-43","10 ROGERS ST #1C",0.00,"343","OFFICE-CONDO",0,414000,414000," 51501/ 215",1185.00,7/29/2008 0:00:00,"Commercial Condo",,1989,"1"
218,"11-43","10 ROGERS ST #101",0.00,"343","OFFICE-CONDO",0,388000,388000," 39224/ 220",1338.00,5/16/2003 0:00:00,"Commercial Condo","OT",1989,"1"
219,"11-43","10 ROGERS ST #102",0.00,"343","OFFICE-CONDO",0,496900,496900," 54255/ 174",1358.00,2/3/2010 0:00:00,"Commercial Condo","OT",1989,"1"
220,"11-43","10 ROGERS ST #118",0.00,"343","OFFICE-CONDO",0,419400,419400," 26624/ 251",1377.00,8/29/1996 0:00:00,"Commercial Condo","AP",1989,"1"
221,"11-43","10 ROGERS ST #120",0.00,"343","OFFICE-CONDO",0,701200,701200," 49424/ 393",1887.00,5/10/2007 0:00:00,"Commercial Condo","AP",1989,"1"
222,"11-43","10 ROGERS ST #121",0.00,"343","OFFICE-CONDO",0,338400,338400," 53235/  93",931.00,7/20/2009 0:00:00,"Commercial Condo","AP",1989,"1"
223,"11-43","10 ROGERS ST #201",0.00,"1021","CNDO LUX",0,533100,533100," 50984/ 227",1117.00,4/3/2008 0:00:00,"APARTMENT","AP",1989,"1"
224,"11-43","10 ROGERS ST #202",0.00,"1021","CNDO LUX",0,739100,739100," 21011/ 562",1631.00,2/19/1991 0:00:00,"APARTMENT","AP",1989,"1"
225,"11-43","10 ROGERS ST #203",0.00,"1021","CNDO LUX",0,421900,421900," 21041/ 586",863.00,3/11/1991 0:00:00,"APARTMENT","AP",1989,"1"
226,"11-43","10 ROGERS ST #204",0.00,"1021","CNDO LUX",0,686100,686100," 56371/ 127",1468.00,1/28/2011 0:00:00,"APARTMENT","AP",1989,"1"
227,"11-43","10 ROGERS ST #205",0.00,"1021","CNDO LUX",0,340100,340100," 20002/  42",760.00,8/11/1989 0:00:00,"APARTMENT","AP",1989,"1"
228,"11-43","10 ROGERS ST #208",0.00,"1021","CNDO LUX",0,284700,284700," 19887/   2",514.00,6/20/1989 0:00:00,"APARTMENT","AP",1989,"1"
229,"11-43","10 ROGERS ST #209",0.00,"1021","CNDO LUX",0,387900,387900," 20064/ 272",890.00,9/8/1989 0:00:00,"APARTMENT","AP",1989,"1"
230,"11-43","10 ROGERS ST #210",0.00,"1021","CNDO LUX",0,364400,364400," 55032/   6",801.00,7/23/2010 0:00:00,"APARTMENT","AP",1989,"1"
231,"11-43","10 ROGERS ST #211",0.00,"1021","CNDO LUX",0,370200,370200," 56904/ 438",822.00,5/26/2011 0:00:00,"APARTMENT","AP",1989,"1"
232,"11-43","10 ROGERS ST #212",0.00,"1021","CNDO LUX",0,320700,320700," 27366/  19",644.00,6/6/1997 0:00:00,"APARTMENT","AP",1989,"1"
233,"11-43","10 ROGERS ST #213",0.00,"1021","CNDO LUX",0,417700,417700," 31610/  99",976.00,7/14/2000 0:00:00,"APARTMENT","AP",1989,"1"
234,"11-43","10 ROGERS ST #214",0.00,"1021","CNDO LUX",0,357800,357800," 57105/ 129",778.00,7/7/2011 0:00:00,"APARTMENT","AP",1989,"1"
235,"11-43","10 ROGERS ST #215",0.00,"1021","CNDO LUX",0,448900,448900," 54543/ 328",1074.00,4/14/2010 0:00:00,"APARTMENT","AP",1989,"1"
236,"11-43","10 ROGERS ST #216",0.00,"1021","CNDO LUX",0,420000,420000," 23433/ 563",970.00,7/22/1993 0:00:00,"APARTMENT","AP",1989,"1"
237,"11-43","10 ROGERS ST #217",0.00,"1021","CNDO LUX",0,341200,341200," 56951/ 318",722.00,6/6/2011 0:00:00,"APARTMENT","AP",1989,"1"
238,"11-43","10 ROGERS ST #218",0.00,"1021","CNDO LUX",0,636300,636300," 19711/ 500",1421.00,3/22/1989 0:00:00,"APARTMENT","AP",1989,"1"
239,"11-43","10 ROGERS ST #219",0.00,"1021","CNDO LUX",0,421900,421900," 57250/ 310",863.00,8/4/2011 0:00:00,"APARTMENT","AP",1989,"1"
240,"11-43","10 ROGERS ST #220",0.00,"1021","CNDO LUX",0,546600,546600," 58055/ 272",1208.00,12/14/2010 0:00:00,"APARTMENT","AP",1989,"1"
241,"11-43","10 ROGERS ST #221",0.00,"1021","CNDO LUX",0,638400,638400," 20953/ 294",1426.00,1/8/1991 0:00:00,"APARTMENT","AP",1989,"1"
242,"11-43","10 ROGERS ST #222",0.00,"1021","CNDO LUX",0,380500,380500," 27418/ 465",861.00,6/25/1997 0:00:00,"APARTMENT","AP",1989,"1"
243,"11-43","10 ROGERS ST #223",0.00,"1021","CNDO LUX",0,277300,277300," 42875/ 142",651.00,5/25/2004 0:00:00,"APARTMENT","AP",1989,"1"
244,"11-43","10 ROGERS ST #224",0.00,"1021","CNDO LUX",0,433400,433400," 31973/ 214",978.00,10/30/2000 0:00:00,"APARTMENT","AP",1989,"1"
245,"11-43","10 ROGERS ST #225",0.00,"1021","CNDO LUX",0,364400,364400," 20617/  43",801.00,6/25/1990 0:00:00,"APARTMENT","AP",1989,"1"
246,"11-43","10 ROGERS ST #226",0.00,"1021","CNDO LUX",0,370200,370200," 19913/  89",822.00,6/29/1989 0:00:00,"APARTMENT","AP",1989,"1"
247,"11-43","10 ROGERS ST #227",0.00,"1021","CNDO LUX",0,309500,309500," 42891/ 593",644.00,5/26/2004 0:00:00,"APARTMENT","AP",1989,"1"
248,"11-43","10 ROGERS ST #228",0.00,"1021","CNDO LUX",0,378700,378700," 44312/ 125",854.00,12/16/2004 0:00:00,"APARTMENT","AP",1989,"1"
249,"11-43","10 ROGERS ST #229",0.00,"1021","CNDO LUX",0,337100,337100," 26140/ 492",707.00,3/18/1996 0:00:00,"APARTMENT","AP",1989,"1"
250,"11-43","10 ROGERS ST #230",0.00,"1021","CNDO LUX",0,484300,484300," 21103/ 197",1201.00,4/17/1991 0:00:00,"APARTMENT","AP",1989,"1"
251,"11-43","10 ROGERS ST #231",0.00,"1021","CNDO LUX",0,363200,363200," 26163/ 214",797.00,3/25/1996 0:00:00,"APARTMENT","AP",1989,"1"
252,"11-43","10 ROGERS ST #301",0.00,"1021","CNDO LUX",0,516800,516800," 43777/ 490",1117.00,9/27/2004 0:00:00,"APARTMENT","AP",1989,"1"
253,"11-43","10 ROGERS ST #302",0.00,"1021","CNDO LUX",0,732500,732500," 50597/ 107",1631.00,1/15/2008 0:00:00,"APARTMENT","AP",1989,"1"
254,"11-43","10 ROGERS ST #303",0.00,"1021","CNDO LUX",0,408300,408300," 46096/ 131",863.00,9/16/2005 0:00:00,"APARTMENT","AP",1989,"1"
255,"11-43","10 ROGERS ST #304",0.00,"1021","CNDO LUX",0,614400,614400," 54907/ 162",1369.00,6/29/2010 0:00:00,"APARTMENT","AP",1989,"1"
256,"11-43","10 ROGERS ST #305",0.00,"1021","CNDO LUX",0,352600,352600," 19735/ 525",760.00,3/31/1989 0:00:00,"APARTMENT","AP",1989,"1"
257,"11-43","10 ROGERS ST #306",0.00,"1021","CNDO LUX",0,539500,539500," 19712/ 562",1188.00,3/22/1989 0:00:00,"APARTMENT","AP",1989,"1"
258,"11-43","10 ROGERS ST #308",0.00,"1021","CNDO LUX",0,509500,509500," 50891/ 103",1157.00,3/17/2008 0:00:00,"APARTMENT","AP",1989,"1"
259,"11-43","10 ROGERS ST #317",0.00,"1021","CNDO LUX",0,352300,352300," 19708/ 540",759.00,3/20/1989 0:00:00,"APARTMENT","AP",1989,"1"
260,"11-43","10 ROGERS ST #319",0.00,"1021","CNDO LUX",0,421900,421900," 24197/  98",863.00,12/10/1993 0:00:00,"APARTMENT","AP",1989,"1"
261,"11-43","10 ROGERS ST #320",0.00,"1021","CNDO LUX",0,546600,546600," 53529/ 210",1208.00,9/11/2009 0:00:00,"APARTMENT","AP",1989,"1"
262,"11-43","10 ROGERS ST #321",0.00,"1021","CNDO LUX",0,715300,715300," 44102/ 571",1597.00,11/16/2004 0:00:00,"APARTMENT","AP",1989,"1"
263,"11-43","10 ROGERS ST #401",0.00,"1021","CNDO LUX",0,517400,517400," 52659/ 279",1119.00,4/29/2009 0:00:00,"APARTMENT","AP",1989,"1"
264,"11-43","10 ROGERS ST #402",0.00,"1021","CNDO LUX",0,746000,746000," 40386/ 433",1648.00,8/8/2003 0:00:00,"APARTMENT","AP",1989,"1"
265,"11-43","10 ROGERS ST #403",0.00,"1021","CNDO LUX",0,421900,421900," 19711/ 457",863.00,3/22/1989 0:00:00,"APARTMENT","AP",1989,"1"
266,"11-43","10 ROGERS ST #404",0.00,"1021","CNDO LUX",0,614400,614400," 43084/ 160",1369.00,6/18/2004 0:00:00,"APARTMENT","AP",1989,"1"
267,"11-43","10 ROGERS ST #405",0.00,"1021","CNDO LUX",0,352600,352600," 49539/ 552",760.00,5/31/2007 0:00:00,"APARTMENT","AP",1989,"1"
268,"11-43","10 ROGERS ST #406",0.00,"1021","CNDO LUX",0,645100,645100," 21268/ 466",1442.00,7/3/1991 0:00:00,"APARTMENT","AP",1989,"1"
269,"11-43","10 ROGERS ST #407",0.00,"1021","CNDO LUX",0,577800,577800," 27417/ 233",1282.00,6/25/1997 0:00:00,"APARTMENT","AP",1989,"1"
270,"11-43","10 ROGERS ST #408",0.00,"1021","CNDO LUX",0,274900,274900," 29445/ 522",514.00,11/30/1998 0:00:00,"APARTMENT","AP",1989,"1"
271,"11-43","10 ROGERS ST #409",0.00,"1021","CNDO LUX",0,387900,387900," 20941/ 564",890.00,12/31/1990 0:00:00,"APARTMENT","AP",1989,"1"
272,"11-43","10 ROGERS ST #410",0.00,"1021","CNDO LUX",0,364400,364400," 20956/ 340",801.00,1/10/1991 0:00:00,"APARTMENT","AP",1989,"1"
273,"11-43","10 ROGERS ST #411",0.00,"1021","CNDO LUX",0,370200,370200," 20955/ 230",822.00,1/9/1991 0:00:00,"APARTMENT","AP",1989,"1"
274,"11-43","10 ROGERS ST #412",0.00,"1021","CNDO LUX",0,320700,320700," 28949/ 292",644.00,8/10/1998 0:00:00,"APARTMENT","AP",1989,"1"
275,"11-43","10 ROGERS ST #413",0.00,"1021","CNDO LUX",0,412800,412800," 33845/ 574",976.00,12/10/1993 0:00:00,"APARTMENT","AP",1989,"1"
276,"11-43","10 ROGERS ST #414",0.00,"1021","CNDO LUX",0,387800,387800," 52883/  20",778.00,5/29/2009 0:00:00,"APARTMENT","AP",1989,"1"
277,"11-43","10 ROGERS ST #415",0.00,"1021","CNDO LUX",0,456700,456700," 43770/  14",1074.00,9/24/2004 0:00:00,"APARTMENT","AP",1989,"1"
278,"11-43","10 ROGERS ST #416",0.00,"1021","CNDO LUX",0,426300,426300," 43589/  93",970.00,8/23/2004 0:00:00,"APARTMENT","AP",1989,"1"
279,"11-43","10 ROGERS ST #417",0.00,"1021","CNDO LUX",0,341200,341200," 26197/ 474",722.00,4/3/1996 0:00:00,"APARTMENT","AP",1989,"1"
280,"11-43","10 ROGERS ST #418",0.00,"1021","CNDO LUX",0,596700,596700," 56618/ 360",1327.00,3/18/2011 0:00:00,"APARTMENT","AP",1989,"1"
281,"11-43","10 ROGERS ST #419",0.00,"1021","CNDO LUX",0,421900,421900," 42740/  75",863.00,5/10/2004 0:00:00,"APARTMENT","AP",1989,"1"
282,"11-43","10 ROGERS ST #420",0.00,"1021","CNDO LUX",0,546600,546600," 46789/ 560",1208.00,1/6/2006 0:00:00,"APARTMENT","AP",1989,"1"
283,"11-43","10 ROGERS ST #421",0.00,"1021","CNDO LUX",0,676800,676800," 31826/ 287",1446.00,12/6/2002 0:00:00,"APARTMENT","AP",1989,"1"
284,"11-43","10 ROGERS ST #422",0.00,"1021","CNDO LUX",0,366900,366900," 25152/ 532",861.00,1/31/1995 0:00:00,"APARTMENT","AP",1989,"1"
285,"11-43","10 ROGERS ST #423",0.00,"1021","CNDO LUX",0,322700,322700," 27216/ 497",651.00,4/16/1997 0:00:00,"APARTMENT","AP",1989,"1"
286,"11-43","10 ROGERS ST #424",0.00,"1021","CNDO LUX",0,433100,433100," 51480/ 290",978.00,7/24/2008 0:00:00,"APARTMENT","AP",1989,"1"
287,"11-43","10 ROGERS ST #425",0.00,"1021","CNDO LUX",0,381400,381400," 58074/ 451",801.00,12/13/2011 0:00:00,"APARTMENT","AP",1989,"1"
288,"11-43","10 ROGERS ST #426",0.00,"1021","CNDO LUX",0,333200,333200," 49646/  83",822.00,6/21/2007 0:00:00,"APARTMENT","AP",1989,"1"
289,"11-43","10 ROGERS ST #427",0.00,"1021","CNDO LUX",0,289200,289200," 33875/ 471",644.00,3/20/1989 0:00:00,"APARTMENT","AP",1989,"1"
290,"11-43","10 ROGERS ST #428",0.00,"1021","CNDO LUX",0,395200,395200," 52854/ 261",854.00,5/27/2009 0:00:00,"APARTMENT","AP",1989,"1"
291,"11-43","10 ROGERS ST #429",0.00,"1021","CNDO LUX",0,337100,337100," 31353/  49",707.00,4/28/2000 0:00:00,"APARTMENT","AP",1989,"1"
292,"11-43","10 ROGERS ST #430",0.00,"1021","CNDO LUX",0,484300,484300," 20543/ 337",1201.00,5/16/1990 0:00:00,"APARTMENT","AP",1989,"1"
293,"11-43","10 ROGERS ST #431",0.00,"1021","CNDO LUX",0,327100,327100," 32379/ 276",797.00,6/22/1998 0:00:00,"APARTMENT","AP",1989,"1"
294,"11-43","10 ROGERS ST #501",0.00,"1021","CNDO LUX",0,517400,517400," 49548/  69",1119.00,6/1/2007 0:00:00,"APARTMENT","AP",1989,"1"
295,"11-43","10 ROGERS ST #502",0.00,"1021","CNDO LUX",0,769700,769700," 48105/ 560",1648.00,9/1/2006 0:00:00,"APARTMENT","AP",1989,"1"
296,"11-43","10 ROGERS ST #503",0.00,"1021","CNDO LUX",0,421900,421900," 20843/ 499",863.00,10/30/1990 0:00:00,"APARTMENT","AP",1989,"1"
297,"11-43","10 ROGERS ST #504",0.00,"1021","CNDO LUX",0,614400,614400," 31944/ 459",1369.00,10/20/2000 0:00:00,"APARTMENT","AP",1989,"1"
298,"11-43","10 ROGERS ST #505",0.00,"1021","CNDO LUX",0,352600,352600," 29231/ 453",760.00,10/16/1998 0:00:00,"APARTMENT","AP",1989,"1"
299,"11-43","10 ROGERS ST #506",0.00,"1021","CNDO LUX",0,542000,542000," 26362/ 128",1196.00,5/31/1996 0:00:00,"APARTMENT","AP",1989,"1"
300,"11-43","10 ROGERS ST #507",0.00,"1021","CNDO LUX",0,577800,577800," 21137/ 590",1282.00,5/3/1991 0:00:00,"APARTMENT","AP",1989,"1"
301,"11-43","10 ROGERS ST #508",0.00,"1021","CNDO LUX",0,529700,529700," 25065/ 181",1157.00,12/16/1994 0:00:00,"APARTMENT","AP",1989,"1"
302,"11-43","10 ROGERS ST #517",0.00,"1021","CNDO LUX",0,352300,352300," 23491/ 512",759.00,8/2/1993 0:00:00,"APARTMENT","AP",1989,"1"
303,"11-43","10 ROGERS ST #518",0.00,"1021","CNDO LUX",0,626700,626700," 20932/ 222",1327.00,12/26/1990 0:00:00,"APARTMENT","AP",1989,"1"
304,"11-43","10 ROGERS ST #519",0.00,"1021","CNDO LUX",0,421900,421900," 26740/ 264",863.00,10/10/1996 0:00:00,"APARTMENT","AP",1989,"1"
305,"11-43","10 ROGERS ST #520",0.00,"1021","CNDO LUX",0,546600,546600," 45353/ 560",1208.00,6/9/2005 0:00:00,"APARTMENT","AP",1989,"1"
306,"11-43","10 ROGERS ST #521",0.00,"1021","CNDO LUX",0,753700,753700," 25740/ 597",1617.00,12/14/1993 0:00:00,"APARTMENT","AP",1989,"1"
307,"11-43","10 ROGERS ST #601",0.00,"1021","CNDO LUX",0,529600,529600," 42171/ 578",1119.00,3/4/2004 0:00:00,"APARTMENT","AP",1989,"1"
308,"11-43","10 ROGERS ST #602",0.00,"1021","CNDO LUX",0,784400,784400," 55872/ 280",1648.00,11/22/2010 0:00:00,"APARTMENT","AP",1989,"1"
309,"11-43","10 ROGERS ST #603",0.00,"1021","CNDO LUX",0,431700,431700," 50257/ 352",863.00,10/23/2007 0:00:00,"APARTMENT","AP",1989,"1"
310,"11-43","10 ROGERS ST #604",0.00,"1021","CNDO LUX",0,629200,629200," 30447/ 458",1327.00,7/21/1999 0:00:00,"APARTMENT","AP",1989,"1"
311,"11-43","10 ROGERS ST #606",0.00,"1021","CNDO LUX",0,589300,589300," 31418/ 470",1277.00,5/19/2000 0:00:00,"APARTMENT","AP",1989,"1"
312,"11-43","10 ROGERS ST #607",0.00,"1021","CNDO LUX",0,591400,591400," 56828/ 598",1282.00,5/6/2011 0:00:00,"APARTMENT","AP",1989,"1"
313,"11-43","10 ROGERS ST #618",0.00,"1021","CNDO LUX",0,640900,640900," 22833/ 222",1327.00,1/15/1993 0:00:00,"APARTMENT","AP",1989,"1"
314,"11-43","10 ROGERS ST #619",0.00,"1021","CNDO LUX",0,431700,431700," 30370/ 384",863.00,6/30/1999 0:00:00,"APARTMENT","AP",1989,"1"
315,"11-43","10 ROGERS ST #620",0.00,"1021","CNDO LUX",0,559500,559500," 22917/ 549",1208.00,2/17/1993 0:00:00,"APARTMENT","AP",1989,"1"
316,"11-43","10 ROGERS ST #621",0.00,"1021","CNDO LUX",0,736100,736100,"  1385/ 003",1617.00,11/20/2002 0:00:00,"APARTMENT","AP",1989,"1"
317,"11-43","10 ROGERS ST #701",0.00,"1021","CNDO LUX",0,541800,541800," 23848/ 198",1119.00,12/23/2002 0:00:00,"APARTMENT","AP",1989,"1"
318,"11-43","10 ROGERS ST #702",0.00,"1021","CNDO LUX",0,772100,772100," 40292/ 096",1648.00,8/4/2003 0:00:00,"APARTMENT","AP",1989,"1"
319,"11-43","10 ROGERS ST #703",0.00,"1021","CNDO LUX",0,401500,401500," 45574/ 510",863.00,7/8/2005 0:00:00,"APARTMENT","AP",1989,"1"
320,"11-43","10 ROGERS ST #704",0.00,"1021","CNDO LUX",0,625000,625000," 34921/ 455",1327.00,2/27/2002 0:00:00,"APARTMENT","AP",1989,"1"
